"Fecha","Tipo de dólar","Precio de venta","Precio de compra"
"21/01/14","Casas de cambio","6.900","6.850"
"21/01/14","Informal","11.850","11.700"
"22/01/14","Casas de cambio","7.140","7.100"
"22/01/14","Informal","12.150","12.000"
"23/01/14","Casas de cambio","8.000","7.950"
"23/01/14","Informal","13.000","12.800"
"24/01/14","Casas de cambio","8.000","7.850"
"24/01/14","Informal","11.700","11.000"
"27/01/14","Casas de cambio","8.015","8.010"
"27/01/14","Informal","12.150","11.300"
"28/01/14","Casas de cambio","8.020","7.920"
"28/01/14","Informal","12.500","11.6"
"29/01/14","Casas de cambio","8.020","7.870"
"29/01/14","Informal","12.900","12.3"
"30/01/14","Casas de cambio","8.030","7.980"
"30/01/14","Informal","12.750","12.700"
"31/01/14","Casas de cambio","8.025","7.975"
"31/01/14","Informal","12.650","11.000"
"03/02/14","Casas de cambio","8.025","8.010"
"03/02/14","Informal","12.550","12.000"
"04/02/14","Casas de cambio","8.015","7.960"
"04/02/14","Informal","12.550","12.000"
"05/02/14","Casas de cambio","7.950","7.820"
"05/02/14","Informal","12.500","12.300"
"06/02/14","Casas de cambio","7.910","7.860"
"06/02/14","Informal","12.400","11.400"
"07/02/14","Casas de cambio","7.870","7.820"
"07/02/14","Informal","12.250","11.750"
"10/02/14","Casas de cambio","7.850","7.800"
"10/02/14","Informal","11.850","11.750"
"11/02/14","Casas de cambio","7.830","7.730"
"11/02/14","Informal","11.700","11.400"
"12/02/14","Casas de cambio","7.830","7.730"
"12/02/14","Informal","12.100","12.000"
"13/02/14","Casas de cambio","7.820","7.730"
"13/02/14","Informal","12.150","12.500"
"14/02/14","Casas de cambio","7.800","7.750"
"14/02/14","Informal","11.700","11.600"
"17/02/14","Casas de cambio","7.790","7.740"
"17/02/14","Informal","11.720","11.620"
"18/02/14","Casas de cambio","7.780","7.730"
"18/02/14","Informal","11.780","11.680"
"19/02/14","Casas de cambio","7.770","7.720"
"19/02/14","Informal","11.800","11.700"
"20/02/14","Casas de cambio","7.800","7.750"
"20/02/14","Informal","11.800","11.700"
"24/02/14","Casas de cambio","7.840","7.790"
"24/02/14","Informal","11.750","11.650"
"25/02/14","Casas de cambio","7.870","7.820"
"25/02/14","Informal","11.650","11.550"
"26/02/14","Casas de cambio","7.890","7.840"
"26/02/14","Informal","11.550","11.500"
"27/02/14","Casas de cambio","7.890","7.840"
"27/02/14","Informal","11.550","11.500"
"28/02/14","Casas de cambio","7.895","7.835"
"28/02/14","Informal","11.250","11.200"
"05/03/14","Casas de cambio","7.900","7.800"
"05/03/14","Informal","10.550","10.500"
"06/03/14","Casas de cambio","7.900","7.800"
"06/03/14","Informal","11.000","10.800"
"7-mar.-2014","Casas de cambio","7.900","7.800"
"7-mar.-2014","Informal","11.150","11.100"
"10/03/14","Casas de cambio","7.870","7.820"
"10/03/14","Informal","11.050","10.950"
"11/03/14","Casas de cambio","7.870","7.820"
"11/03/14","Informal","11.050","10.950"
"12/03/14","Casas de cambio","7.890","7.840"
"12/03/14","Informal","10.850","10.700"
"13/03/14","Casas de cambio","7.880","7.830"
"13/03/14","Informal","10.900","10.800"
"17/03/14","Casas de cambio","7.920","7.870"
"17/03/14","Informal","10.950","10.850"
"18/03/14","Casas de cambio","7.930","7.880"
"18/03/14","Informal","10.900","10.800"
"18/03/14","Bolsa","10.090","10.090"
"19/03/14","Casas de cambio","7.960","7.910"
"19/03/14","Informal","10.900","10.800"
"19/03/14","Bolsa","10.080","10.080"
"20/03/14","Casas de cambio","7.960","7.910"
"20/03/14","Informal","10.900","10.800"
"20/03/14","Bolsa","10.080","10.080"
"21/03/14","Casas de cambio","7.995","7.945"
"21/03/14","Informal","10.950","10.850"
"25/03/14","Casas de cambio","8.020","7.920"
"25/03/14","Informal","10.900","10.800"
"25/03/14","Bolsa","10.220","10.220"
"26/03/14","Casas de cambio","8.030","7.930"
"26/03/14","Informal","10.900","10.800"
"26/03/14","Bolsa","10.340","10.340"
"27/03/14","Casas de cambio","8.010","7.910"
"27/03/14","Informal","10.900","10.800"
"27/03/14","Bolsa","10.400","10.400"
"31/03/14","Casas de cambio","8.010","7.916"
"31/03/14","Informal","10.850","10.750"
"31/03/14","Bolsa","10.170","10.170"
"03/04/14","Casas de cambio","8.010","7.960"
"03/04/14","Informal","10.800","10.700"
"03/04/14","Bolsa","10.340","10.340"
"07/04/14","Casas de cambio","8.010","7.960"
"07/04/14","Informal","10.700","10.600"
"07/04/14","Bolsa","10.130","10.130"
"08/04/14","Casas de cambio","8.030","7.960"
"08/04/14","Informal","10.400","10.300"
"08/04/14","Bolsa","9.870","9.870"
"09/04/14","Casas de cambio","8.030","7.960"
"09/04/14","Informal","10.300","10.200"
"09/04/14","Bolsa","9.860","9.860"
"10/04/14","Casas de cambio","8.010","7.960"
"10/04/14","Informal","10.300","10.200"
"10/04/14","Bolsa","9.840","9.840"
"14/04/14","Casas de cambio","8.010","7.960"
"14/04/14","Informal","10.380","10.280"
"14/04/14","Bolsa","9.980","9.980"
"15/04/14","Casas de cambio","8.030","7.960"
"15/04/14","Informal","10.450","10.250"
"15/04/14","Bolsa","10.030","10.030"
"16/04/14","Casas de cambio","8.010","7.960"
"16/04/14","Informal","10.400","10.250"
"16/04/14","Bolsa","10.000","10.000"
"21/04/14","Casas de cambio","8.010","7.960"
"21/04/14","Informal","10.400","10.250"
"21/04/14","Bolsa","10.000","10.000"
"22/04/14","Casas de cambio","8.010","7.960"
"22/04/14","Informal","10.400","10.250"
"22/04/14","Bolsa","9.940","9.940"
"23/04/14","Casas de cambio","8.030","7.930"
"23/04/14","Informal","10.550","10.350"
"23/04/14","Bolsa","9.840","9.840"
"24/04/14","Casas de cambio","8.010","7.960"
"24/04/14","Informal","10.500","10.400"
"24/04/14","Bolsa","9.840","9.840"
"28/04/14","Casas de cambio","8.010","7.960"
"28/04/14","Informal","10.750","10.650"
"28/04/14","Bolsa","9.970","9.970"
"29/04/14","Casas de cambio","8.010","7.960"
"29/04/14","Informal","10.700","10.600"
"29/04/14","Bolsa","9.970","9.970"
"30/04/14","Casas de cambio","8.030","7.960"
"30/04/14","Informal","10.500","10.300"
"30/04/14","Bolsa","9.970","9.970"
"05/05/14","Casas de cambio","8.010","7.960"
"05/05/14","Informal","10.550","10.350"
"05/05/14","Bolsa","10.220","10.220"
"06/05/14","Casas de cambio","8.010","7.960"
"06/05/14","Informal","10.500","10.300"
"06/05/14","Bolsa","10.170","10.170"
"07/05/14","Casas de cambio","8.030","7.960"
"07/05/14","Informal","10.700","10.500"
"07/05/14","Bolsa","10.070","10.070"
"08/05/14","Casas de cambio","8.010","7.960"
"08/05/14","Informal","10.750","10.550"
"08/05/14","Bolsa","10.030","10.030"
"09/05/14","Casas de cambio","8.020","7.970"
"09/05/14","Informal","10.700","10.600"
"12/05/14","Casas de cambio","8.020","7.960"
"12/05/14","Informal","10.600","10.400"
"12/05/14","Bolsa","10.030","10.030"
"13/05/14","Casas de cambio","8.040","7.970"
"13/05/14","Informal","10.800","10.600"
"13/05/14","Bolsa","10.030","10.030"
"14/05/14","Casas de cambio","8.040","7.970"
"14/05/14","Informal","10.750","10.650"
"14/05/14","Bolsa","10.050","10.050"
"15/05/14","Casas de cambio","8.080","7.980"
"15/05/14","Informal","10.900","10.750"
"15/05/14","Bolsa","10.770","10.770"
"16/05/14","Casas de cambio","8.080","8.020"
"16/05/14","Informal","11.000","10.900"
"19/05/14","Casas de cambio","8.100","8.020"
"19/05/14","Informal","11.300","11.100"
"19/05/14","Bolsa","11.200","11.200"
"20/05/14","Casas de cambio","8.090","8.020"
"20/05/14","Informal","11.700","11.500"
"20/05/14","Bolsa","11.240","11.240"
"21/05/14","Casas de cambio","8.090","7.990"
"21/05/14","Informal","12.100","12.000"
"21/05/14","Bolsa","11.370","11.370"
"22/05/14","Casas de cambio","8.070","7.990"
"22/05/14","Informal","11.900","11.800"
"22/05/14","Bolsa","11.370","11.370"
"23/05/14","Casas de cambio","8.075","8.025"
"23/05/14","Informal","11.370","11.270"
"26/05/14","Casas de cambio","8.080","7.990"
"26/05/14","Informal","11.500","11.400"
"26/05/14","Bolsa","11.210","11.210"
"27/05/14","Casas de cambio","8.110","8.010"
"27/05/14","Informal","11.700","11.500"
"27/05/14","Bolsa","11.440","11.440"
"28/05/14","Casas de cambio","8.080","8.010"
"28/05/14","Informal","11.950","11.650"
"28/05/14","Bolsa","11.470","11.470"
"29/05/14","Casas de cambio","8.090","8.020"
"29/05/14","Informal","11.800","11.700"
"29/05/14","Bolsa","11.360","11.360"
"30/05/14","Casas de cambio","8.095","8.045"
"30/05/14","Informal","11.400","11.300"
"02/06/14","Casas de cambio","8.100","8.050"
"02/06/14","Informal","11.400","11.300"
"02/06/14","Bolsa","11.360","11.360"
"03/06/14","Casas de cambio","8.110","8.060"
"03/06/14","Informal","11.500","11.400"
"03/06/14","Bolsa","10.900","10.900"
"04/06/14","Casas de cambio","8.120","8.070"
"04/06/14","Informal","11.550","11.450"
"04/06/14","Bolsa","10.900","10.900"
"05/06/14","Casas de cambio","8.140","8.090"
"05/06/14","Informal","11.550","11.450"
"05/06/14","Bolsa","10.900","10.900"
"06/06/14","Casas de cambio","8.150","8.090"
"06/06/14","Informal","11.550","11.450"
"06/06/14","Bolsa","10.900","10.900"
"10/06/14","Casas de cambio","8.150","8.100"
"10/06/14","Informal","11.600","11.500"
"11/06/14","Casas de cambio","8.150","8.100"
"11/06/14","Informal","11.600","11.500"
"12/06/14","Casas de cambio","8.150","8.100"
"12/06/14","Informal","11.600","11.500"
"13/06/14","Casas de cambio","8.150","8.100"
"13/06/14","Informal","11.650","11.6"
"16/06/14","Casas de cambio","8.150","8.110"
"16/06/14","Informal","11.850","11.750"
"17/06/14","Casas de cambio","8.150","8.100"
"17/06/14","Informal","12.200","12.150"
"17/06/14","Bolsa","11.560","11.520"
"18/06/14","Casas de cambio","8.150","8.100"
"18/06/14","Informal","12.300","12.200"
"18/06/14","Bolsa","11.540","11.540"
"19/06/14","Casas de cambio","8.150","8.100"
"19/06/14","Informal","12.400","12.350"
"19/06/14","Bolsa","11.240","11.240"
"23/06/14","Casas de cambio","8.150","8.100"
"23/06/14","Informal","11.800","11.700"
"23/06/14","Bolsa","11.060","11.060"
"24/06/14","Casas de cambio","8.150","8.100"
"24/06/14","Informal","12.000","11.900"
"24/06/14","Bolsa","10.800","10.800"
"25/06/14","Casas de cambio","8.150","8.100"
"25/06/14","Informal","12.050","12.000"
"25/06/14","Bolsa","11.060","11.060"
"26/06/14","Casas de cambio","8.150","8.100"
"26/06/14","Informal","12.050","12.000"
"26/06/14","Bolsa","10.960","10.960"
"27/06/14","Casas de cambio","8.150","8.100"
"27/06/14","Informal","12.150","12.050"
"30/06/14","Casas de cambio","8.150","8.100"
"30/06/14","Informal","12.100","12.000"
"30/06/14","Bolsa","11.100","11.100"
"01/07/14","Casas de cambio","8.150","8.100"
"01/07/14","Informal","12.050","12.000"
"02/07/14","Casas de cambio","8.160","8.110"
"02/07/14","Informal","12.000","11.800"
"02/07/14","Bolsa","11.070","11.070"
"03/07/14","Casas de cambio","8.150","8.100"
"03/07/14","Informal","11.950","11.850"
"04/07/14","Casas de cambio","8.150","8.100"
"04/07/14","Informal","11.950","11.850"
"07/07/14","Casas de cambio","8.160","8.110"
"07/07/14","Informal","11.950","11.850"
"07/07/14","Bolsa","10.880","10.880"
"08/07/14","Casas de cambio","8.160","8.110"
"08/07/14","Informal","11.950","11.850"
"08/07/14","Bolsa","10.880","10.880"
"10/07/14","Casas de cambio","8.170","8.120"
"10/07/14","Informal","12.000","11.900"
"10/07/14","Bolsa","10.600","10.600"
"11/07/14","Casas de cambio","8.170","8.110"
"11/07/14","Informal","11.900","11.800"
"14/07/14","Casas de cambio","8.170","8.120"
"14/07/14","Informal","12.000","11.900"
"14/07/14","Bolsa","10.920","10.920"
"15/07/14","Casas de cambio","8.170","8.120"
"15/07/14","Informal","12.100","12.000"
"15/07/14","Bolsa","10.940","10.940"
"16/07/14","Casas de cambio","8.170","8.120"
"16/07/14","Informal","12.200","12.100"
"17/07/14","Casas de cambio","8.170","8.120"
"17/07/14","Informal","12.250","12.150"
"17/07/14","Bolsa","11.110","11.110"
"18/07/14","Casas de cambio","8.170","8.120"
"18/07/14","Informal","12.250","12.150"
"21/07/14","Casas de cambio","8.180","8.130"
"21/07/14","Informal","12.200","12.100"
"21/07/14","Bolsa","11.110","11.110"
"22/07/14","Casas de cambio","8.180","8.130"
"22/07/14","Informal","12.500","12.300"
"22/07/14","Bolsa","11.060","11.060"
"23/07/14","Casas de cambio","8.180","8.130"
"23/07/14","Informal","12.600","12.300"
"23/07/14","Bolsa","11.100","11.100"
"24/07/14","Casas de cambio","8.180","8.130"
"24/07/14","Informal","12.550","12.300"
"24/07/14","Bolsa","11.100","11.100"
"25/07/14","Casas de cambio","8.190","8.140"
"25/07/14","Informal","12.600","12.500"
"28/07/14","Casas de cambio","8.200","8.150"
"28/07/14","Informal","12.900","12.800"
"29/07/14","Casas de cambio","8.210","8.160"
"29/07/14","Informal","12.800","12.700"
"30/07/14","Casas de cambio","8.220","8.180"
"30/07/14","Informal","12.300","12.150"
"30/07/14","Bolsa","11.020","11.020"
"31/07/14","Casas de cambio","8.220","8.120"
"31/07/14","Informal","12.800","12.600"
"31/07/14","Bolsa","11.310","11.310"
"01/08/14","Casas de cambio","8.230","8.180"
"01/08/14","Informal","12.700","12.600"
"04/08/14","Casas de cambio","8.280","8.230"
"04/08/14","Informal","12.700","12.600"
"04/08/14","Bolsa","11.310","11.310"
"05/08/14","Casas de cambio","8.280","8.230"
"05/08/14","Informal","12.700","12.600"
"05/08/14","Bolsa","11.310","11.310"
"06/08/14","Casas de cambio","8.280","8.270"
"06/08/14","Informal","12.800","12.700"
"06/08/14","Bolsa","11.670","11.670"
"07/08/14","Casas de cambio","8.280","8.270"
"07/08/14","Informal","12.800","12.700"
"07/08/14","Bolsa","11.670","11.670"
"11/08/14","Casas de cambio","8.290","8.270"
"11/08/14","Informal","12.800","12.700"
"11/08/14","Bolsa","11.670","11.670"
"12/08/14","Casas de cambio","8.290","8.270"
"12/08/14","Informal","12.800","12.700"
"12/08/14","Bolsa","12.500","11.670"
"13/08/14","Casas de cambio","8.290","8.240"
"13/08/14","Informal","13.150","12.950"
"13/08/14","Bolsa","12.600","12.600"
"14/08/14","Casas de cambio","8.290","8.240"
"14/08/14","Informal","13.250","13.150"
"14/08/14","Bolsa","12.600","12.600"
"15/08/14","Casas de cambio","8.290","8.240"
"15/08/14","Informal","13.200","13.100"
"19/08/14","Casas de cambio","8.300","8.250"
"19/08/14","Informal","13.200","13.100"
"19/08/14","Bolsa","12.470","12.470"
"20/08/14","Casas de cambio","8.330","8.230"
"20/08/14","Informal","13.400","13.200"
"20/08/14","Bolsa","12.870","12.870"
"21/08/14","Casas de cambio","8.400","8.350"
"21/08/14","Informal","13.950","13.850"
"21/08/14","Bolsa","13.190","13.190"
"22/08/14","Casas de cambio","8.440","8.370"
"22/08/14","Informal","13.880","13.600"
"25/08/14","Casas de cambio","8.440","8.400"
"25/08/14","Informal","13.980","13.880"
"25/08/14","Bolsa","13.160","13.160"
"26/08/14","Casas de cambio","8.420","8.370"
"26/08/14","Informal","14.200","13.950"
"26/08/14","Bolsa","13.370","13.370"
"27/08/14","Casas de cambio","8.420","8.370"
"27/08/14","Informal","14.380","14.280"
"27/08/14","Bolsa","13.810","13.810"
"28/08/14","Casas de cambio","8.420","8.370"
"28/08/14","Informal","14.400","14.200"
"28/08/14","Bolsa","13.090","13.090"
"29/08/14","Casas de cambio","8.420","8.370"
"29/08/14","Informal","14.050","13.950"
"29/08/14","Bolsa","13.090","13.090"
"01/09/14","Casas de cambio","8.420","8.370"
"01/09/14","Informal","14.200","14.100"
"01/09/14","Bolsa","13.090","13.090"
"02/09/14","Casas de cambio","8.420","8.370"
"02/09/14","Informal","14.250","14.150"
"02/09/14","Bolsa","13.060","13.060"
"03/09/14","Casas de cambio","8.420","8.370"
"03/09/14","Informal","14.200","14.100"
"03/09/14","Bolsa","13.060","13.060"
"04/09/14","Casas de cambio","8.420","8.370"
"04/09/14","Informal","14.000","13.900"
"04/09/14","Bolsa","13.060","13.060"
"08/09/14","Casas de cambio","8.420","8.370"
"08/09/14","Informal","14.150","14.050"
"08/09/14","Bolsa","12.610","12.610"
"09/09/14","Casas de cambio","8.420","8.370"
"09/09/14","Informal","14.250","14.150"
"09/09/14","Bolsa","13.490","13.490"
"10/09/14","Casas de cambio","8.420","8.370"
"10/09/14","Informal","14.250","14.150"
"10/09/14","Bolsa","13.490","13.490"
"11/09/14","Casas de cambio","8.420","8.370"
"11/09/14","Informal","14.250","14.150"
"11/09/14","Bolsa","13.640","13.640"
"15/09/14","Casas de cambio","8.420","8.370"
"15/09/14","Informal","14.450","14.250"
"15/09/14","Bolsa","13.640","13.640"
"16/09/14","Casas de cambio","8.420","8.370"
"16/09/14","Informal","14.700","14.500"
"16/09/14","Bolsa","13.640","13.640"
"17/09/14","Casas de cambio","8.430","8.370"
"17/09/14","Informal","15.000","14.800"
"18/09/14","Casas de cambio","8.430","8.380"
"18/09/14","Informal","15.100","15.000"
"18/09/14","Bolsa","13.640","13.640"
"19/09/14","Casas de cambio","8.430","8.380"
"19/09/14","Informal","15.000","14.900"
"22/09/14","Casas de cambio","8.450","8.400"
"22/09/14","Informal","15.150","15.050"
"23/09/14","Casas de cambio","8.430","8.400"
"23/09/14","Informal","15.450","15.200"
"23/09/14","Bolsa","14.710","14.710"
"24/09/14","Casas de cambio","8.430","8.400"
"24/09/14","Informal","15.800","15.600"
"25/09/14","Casas de cambio","8.420","8.390"
"25/09/14","Informal","15.780","15.500"
"25/09/14","Bolsa","14.470","14.470"
"26/09/14","Casas de cambio","8.460","8.410"
"26/09/14","Informal","15.750","15.650"
"26/09/14","Bolsa","14.860","14.860"
"29/09/14","Informal","15.600","15.650"
"29/09/14","Bolsa","15.020","14.860"
"29/09/14","Casas de cambio","8.480","8.410"
"30/09/14","Casas de cambio","8.430","8.400"
"30/09/14","Informal","15.670","15.500"
"30/09/14","Bolsa","15.050","15.050"
"01/10/14","Casas de cambio","8.450","8.330"
"01/10/14","Informal","15.650","15.450"
"01/10/14","Bolsa","14.540","14.540"
"02/10/14","Casas de cambio","8.440","8.330"
"02/10/14","Informal","15.600","15.400"
"02/10/14","Bolsa","14.200","14.200"
"03/10/14","Casas de cambio","8.480","8.430"
"03/10/14","Informal","15.300","15.200"
"03/10/14","Bolsa","14.130","14.070"
"06/10/14","Casas de cambio","8.470","8.430"
"06/10/14","Informal","14.950","14.600"
"06/10/14","Bolsa","13.900","13.900"
"07/10/14","Casas de cambio","8.470","8.430"
"07/10/14","Informal","14.700","14.500"
"07/10/14","Bolsa","13.820","13.820"
"08/10/14","Casas de cambio","8.480","8.430"
"08/10/14","Informal","14.650","14.500"
"08/10/14","Bolsa","13.830","13.830"
"09/10/14","Casas de cambio","8.480","8.430"
"09/10/14","Informal","14.800","14.600"
"09/10/14","Bolsa","13.280","13.280"
"10/10/14","Casas de cambio","8.480","8.430"
"10/10/14","Informal","14.830","14.600"
"10/10/14","Bolsa","13.280","13.280"
"14/10/14","Casas de cambio","8.480","8.430"
"14/10/14","Informal","14.800","14.600"
"14/10/14","Bolsa","13.100","13.100"
"15/10/14","Casas de cambio","8.480","8.430"
"15/10/14","Informal","14.730","14.700"
"15/10/14","Bolsa","13.150","13.150"
"16/10/14","Casas de cambio","8.480","8.430"
"16/10/14","Informal","14.700","14.670"
"16/10/14","Bolsa","13.530","13.150"
"17/10/14","Casas de cambio","8.480","8.440"
"17/10/14","Informal","14.700","14.650"
"17/10/14","Bolsa","13.520","13.150"
"20/10/14","Casas de cambio","8.480","8.440"
"20/10/14","Informal","14.800","14.600"
"20/10/14","Bolsa","13.700","13.700"
"21/10/14","Casas de cambio","8.480","8.450"
"21/10/14","Informal","14.680","14.580"
"21/10/14","Bolsa","13.630","13.630"
"22/10/14","Casas de cambio","8.500","8.460"
"22/10/14","Informal","14.700","14.600"
"22/10/14","Bolsa","13.590","13.590"
"23/10/14","Casas de cambio","8.490","8.490"
"23/10/14","Informal","14.690","14.580"
"23/10/14","Bolsa","13.270","13.270"
"24/10/14","Casas de cambio","8.490","8.490"
"24/10/14","Informal","14.700","14.580"
"24/10/14","Bolsa","13.370","13.370"
"27/10/14","Casas de cambio","8.500","8.490"
"27/10/14","Informal","14.680","14.580"
"27/10/14","Bolsa","13.570","13.570"
"28/10/14","Casas de cambio","8.500","8.490"
"28/10/14","Informal","14.620","14.580"
"28/10/14","Bolsa","13.670","13.670"
"29/10/14","Casas de cambio","8.500","8.490"
"29/10/14","Informal","14.530","14.500"
"29/10/14","Bolsa","13.200","13.200"
"29/10/14","Casas de cambio","8.500","8.400"
"29/10/14","Informal","14.300","14.100"
"29/10/14","Bolsa","13.110","13.110"
"03/11/14","Casas de cambio","8.510","8.430"
"03/11/14","Informal","13.900","13.900"
"03/11/14","Bolsa","13.100","13.100"
"04/11/14","Casas de cambio","8.520","8.470"
"04/11/14","Informal","13.600","13.500"
"04/11/14","Bolsa","13.350","13.350"
"05/11/14","Casas de cambio","8.510","8.470"
"05/11/14","Informal","13.500","13.480"
"05/11/14","Bolsa","13.350","13.35"
"06/11/14","Casas de cambio","8.500","8.470"
"06/11/14","Informal","13.5","13.500"
"06/11/14","Bolsa","13.270","13.270"
"07/11/14","Casas de cambio","8.510","8.510"
"07/11/14","Informal","13.1","13.08"
"07/11/14","Bolsa","13.270","13.270"
"10/11/14","Casas de cambio","8.520","8.500"
"10/11/14","Informal","12.400","12.350"
"10/11/14","Bolsa","12.940","12.940"
"11/11/14","Casas de cambio","8.510","8.500"
"11/11/14","Informal","13.150","12.950"
"11/11/14","Bolsa","12.640","12.640"
"12/11/14","Casas de cambio","8.510","8.500"
"12/11/14","Informal","13.150","12.950"
"12/11/14","Bolsa","12.700","12.700"
"13/11/14","Casas de cambio","8.510","8.470"
"13/11/14","Informal","13.450","13.200"
"13/11/14","Bolsa","12.400","12.400"
"14/11/14","Casas de cambio","8.510","8.470"
"14/11/14","Informal","13.380","13.200"
"14/11/14","Bolsa","12.300","12.300"
"17/11/14","Casas de cambio","8.510","8.470"
"17/11/14","Informal","13.380","13.350"
"17/11/14","Bolsa","12.300","12.300"
"18/11/14","Casas de cambio","8.520","8.470"
"18/11/14","Informal","13.480","13.380"
"18/11/14","Bolsa","12.270","12.270"
"19/11/14","Casas de cambio","8.520","8.480"
"19/11/14","Informal","13.550","13.450"
"19/11/14","Bolsa","11.980","11.980"
"20/11/14","Casas de cambio","8.520","8.500"
"20/11/14","Informal","13.550","13.450"
"20/11/14","Bolsa","11.990","11.990"
"21/11/14","Casas de cambio","8.520","8.480"
"21/11/14","Informal","13.380","13.280"
"21/11/14","Bolsa","11.950","11.950"
"25/11/14","Casas de cambio","8.520","8.480"
"25/11/14","Informal","13.380","13.280"
"25/11/14","Bolsa","12.060","12.060"
"26/11/14","Casas de cambio","8.530","8.500"
"26/11/14","Informal","13.300","13.280"
"26/11/14","Bolsa","11.840","11.840"
"27/11/14","Casas de cambio","8.520","8.500"
"27/11/14","Informal","13.300","13.280"
"27/11/14","Bolsa","11.930","11.930"
"01/12/14","Casas de cambio","8.530","8.430"
"01/12/14","Informal","13.000","12.800"
"01/12/14","Bolsa","11.920","11.920"
"02/12/14","Casas de cambio","8.540","8.440"
"02/12/14","Informal","12.900","12.700"
"02/12/14","Bolsa","11.990","11.990"
"03/12/14","Casas de cambio","8.540","8.440"
"03/12/14","Informal","13.080","12.980"
"03/12/14","Bolsa","11.970","11.970"
"04/12/14","Casas de cambio","8.550","8.440"
"04/12/14","Informal","13.050","12.980"
"04/12/14","Bolsa","12.040","12.040"
"05/12/14","Casas de cambio","8.550","8.510"
"05/12/14","Informal","12.780","12.580"
"05/12/14","Bolsa","12.030","12.030"
"10/12/14","Casas de cambio","8.560","8.470"
"10/12/14","Informal","12.760","12.560"
"10/12/14","Bolsa","11.600","11.600"
"12/12/14","Casas de cambio","8.550","8.470"
"12/12/14","Informal","12.800","12.690"
"12/12/14","Bolsa","11.770","11.770"
"15/12/14","Casas de cambio","8.550","8.460"
"15/12/14","Informal","13.200","13.000"
"15/12/14","Bolsa","11.630","11.630"
"16/12/14","Casas de cambio","8.550","8.470"
"16/12/14","Informal","13.150","13.000"
"16/12/14","Bolsa","11.720","11.720"
"17/12/14","Casas de cambio","8.550","8.460"
"17/12/14","Informal","13.100","12.500"
"17/12/14","Bolsa","11.760","11.760"
"18/12/14","Casas de cambio","8.560","8.520"
"18/12/14","Informal","13.180","13.050"
"18/12/14","Bolsa","11.850","11.850"
"19/12/14","Casas de cambio","8.570","8.530"
"19/12/14","Informal","13.180","13.150"
"19/12/14","Bolsa","11.740","11.740"
"23/12/14","Casas de cambio","8.570","8.530"
"23/12/14","Informal","13.400","13.170"
"23/12/14","Bolsa","11.770","11.770"
"29/12/14","Casas de cambio","8.550","8.530"
"29/12/14","Informal","13.730","13.710"
"29/12/14","Bolsa","11.640","11.640"
"30/12/14","Casas de cambio","8.550","8.530"
"30/12/14","Informal","13.730","13.710"
"30/12/14","Bolsa","11.640","11.640"
"02/01/15","Casas de cambio","8.550","8.530"
"02/01/15","Informal","13.850","13.710"
"02/01/15","Bolsa","12.000","11.640"
"06/01/15","Casas de cambio","8.550","8.530"
"06/01/15","Informal","13.780","13.650"
"06/01/15","Bolsa","12.260","11.640"
"07/01/15","Casas de cambio","8.550","8.530"
"07/01/15","Informal","13.850","13.800"
"07/01/15","Bolsa","12.260","12.260"
"08/01/15","Casas de cambio","8.570","8.530"
"08/01/15","Informal","13.900","13.700"
"08/01/15","Bolsa","12.310","12.310"
"09/01/15","Casas de cambio","8.590","8.570"
"09/01/15","Informal","13.770","13.750"
"09/01/15","Bolsa","12.300","12.300"
"12/01/15","Casas de cambio","8.590","8.570"
"12/01/15","Informal","13.700","13.650"
"12/01/15","Bolsa","12.430","12.430"
"13/01/15","Casas de cambio","8.590","8.570"
"13/01/15","Informal","13.560","13.300"
"13/01/15","Bolsa","12.530","12.530"
"14/01/15","Casas de cambio","8.600","8.570"
"14/01/15","Informal","13.600","13.400"
"14/01/15","Bolsa","12.900","12.900"
"15/01/15","Casas de cambio","8.600","8.570"
"15/01/15","Informal","13.620","13.570"
"15/01/15","Bolsa","12.640","12.640"
"21/01/15","Casas de cambio","8.620","8.570"
"21/01/15","Informal","13.600","13.400"
"21/01/15","Bolsa","12.390","12.390"
"26/01/15","Casas de cambio","8.620","8.570"
"26/01/15","Informal","13.650","13.400"
"26/01/15","Bolsa","12.460","12.460"
"03/02/15","Casas de cambio","8.660","8.560"
"03/02/15","Informal","13.300","13.330"
"03/02/15","Bolsa","12.480","12.480"
"09/02/15","Casas de cambio","8.660","8.560"
"09/02/15","Informal","13.200","13.000"
"09/02/15","Bolsa","12.470","12.470"
"12/02/15","Casas de cambio","8.670","8.570"
"12/02/15","Informal","13.120","12.900"
"12/02/15","Bolsa","12.190","12.190"
"19/02/15","Casas de cambio","8.690","8.580"
"19/02/15","Informal","12.900","12.700"
"19/02/15","Bolsa","12.190","12.190"
"23/02/15","Casas de cambio","8.710","8.600"
"23/02/15","Informal","13.000","12.800"
"23/02/15","Bolsa","12.050","12.050"
"24/02/15","Casas de cambio","8.720","8.610"
"24/02/15","Informal","13.250","13.000"
"24/02/15","Bolsa","11.780","11.780"
"05/03/15","Casas de cambio","8.750","8.660"
"05/03/15","Informal","12.850","12.650"
"05/03/15","Bolsa","12.060","12.060"
"10/03/15","Casas de cambio","8.780","8.670"
"10/03/15","Informal","12.770","12.550"
"10/03/15","Bolsa","12.010","12.010"
"11/03/15","Casas de cambio","8.790","8.670"
